INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
5773	118809	??(??????)	#cFFCC99???????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7340	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5774	118810	??(??????)	#cFFCC99???????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7341	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5775	118811	??(??????)	#cFFCC99???????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7342	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5776	118812	??(??????)	#cFFCC99???????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7343	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5777	118901	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7344	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5778	118902	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7345	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5779	118903	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7346	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5780	118904	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7347	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5781	118905	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7348	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5782	118906	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7349	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5783	118907	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7350	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5784	118908	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7351	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5785	118909	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7352	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5786	118910	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7353	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5787	118911	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7354	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5788	118912	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7355	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5789	119001	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7356	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5790	119002	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7357	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5791	119003	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7358	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5792	119004	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7359	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5793	119005	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7360	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5794	119006	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7361	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5795	119007	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7362	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5796	119008	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7363	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5797	119009	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7364	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5798	119010	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7365	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5799	119011	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7366	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5800	119012	??(??????)	#cFFCC99?????????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7367	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5801	119101	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7368	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5802	119102	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7369	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5803	119103	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7370	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5804	119104	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7371	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5805	119105	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7372	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5806	119106	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7373	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5807	119107	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7374	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5808	119108	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7375	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5809	119109	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7376	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5810	119110	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7377	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5811	119111	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7378	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5812	119112	??(??????)	#cFFCC99????????#r#cFFCC00??? ????#r???? 15?#r?????????#r?????????????????#r#c54FF00?????????????????#r#G???????????????????		0	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|?????????1	7379	|?????????1	-1	|?????????2	-1	|?????????2	-1																
5813	112201	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:335 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7380	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5814	112202	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:576 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7381	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5815	112203	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:817 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7382	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5816	112204	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1058 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7383	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5817	112205	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1299 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7384	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5818	112206	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1540 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7385	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5819	112207	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1781 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7386	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5820	112208	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2022 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7387	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5821	112209	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2263 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7388	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5822	112210	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2504 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7389	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5823	112211	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2745 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7390	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5824	112212	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2986 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7391	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5825	112301	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:335 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7392	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5826	112302	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:576 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7393	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5827	112303	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:817 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7394	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5828	112304	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1058 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7395	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5829	112305	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1299 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7396	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5830	112306	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1540 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7397	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5831	112307	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1781 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7398	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5832	112308	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2022 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7399	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5833	112309	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2263 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7400	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5834	112310	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2504 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7401	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5835	112311	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2745 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7402	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5836	112312	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2986 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7403	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5837	112401	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:335 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7404	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5838	112402	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:576 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7405	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5839	112403	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:817 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7406	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5840	112404	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1058 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7407	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5841	112405	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1299 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7408	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5842	112406	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1540 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7409	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5843	112407	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:1781 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7410	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5844	112408	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2022 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7411	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5845	112409	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2263 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7412	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5846	112410	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2504 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7413	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5847	112411	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2745 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7414	|?????????1	-1	|?????????2	-1	|?????????2	-1														
5848	112412	????(??????)	#cFFCC99??????????????#r#cFFCC00??? ????#r???? 60?#r???????????5??????6?????????#c54FF00{A:2986 B:24}#cFFCC00?#r#c54FF00?????????????????#r#G???????????????????		291	60000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			??buff?id	55	|?????????1	7415	|?????????1	-1	|?????????2	-1	|?????????2	-1														
