INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
787	787	0	Shenqi_12				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: hút khí møc tiêu
788	788	0	Shenqi_12				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Thß½ng Tr¥n Änh: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
789	789	0	Shenqi_6				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: hút máu møc tiêu
790	790	0	Shenqi_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
791	791	0	Shenqi_6				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Châu Lam DÕ: tr× 1923 ği¬m nµi , ngoÕi thü phòng ngñ cüa møc tiêu
792	792	0	Shenqi_9				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: hút máu møc tiêu
793	793	0	Shenqi_9				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
794	794	0	Shenqi_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¥n Phong Ğích: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
795	795	0	Shenqi_10				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút máu møc tiêu
796	796	0	Shenqi_10				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: hút khí møc tiêu
797	797	0	Shenqi_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Hán Ho¢ng Cß½ng: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
798	798	0	Shenqi_7				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: hút máu møc tiêu
799	799	0	Shenqi_7				wq_´òÅ­´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: giäm nµ khí cüa møc tiêu
800	800	0	Shenqi_7				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¤n Tinh Ngân: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
801	801	0	Shenqi_11				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
802	802	0	Shenqi_11				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: hút máu møc tiêu
803	803	0	Shenqi_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi TuÏ Ngßng Sß½ng: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
804	804	0	Shenqi_14				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: hút máu møc tiêu
805	805	0	Shenqi_14				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: t¯c ğµ di chuy¬n cüa møc tiêu giäm 40%
806	806	0	Shenqi_14				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Ğß¶ng Côn NhÕc: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
807	807	0	Shenqi_8				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: hút máu møc tiêu
808	808	0	Shenqi_8				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: hút khí møc tiêu
809	809	0	Shenqi_8				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi T¯ng Quân S¥m: tr× 1923 ği¬m sát thß½ng ngoÕi , nµi công cüa møc tiêu
810	810	0	PetSkill6_15	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Giäm T¯c: tr× 40% t¯c ğµ di chuy¬n
811	811	0	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Phá trán: tr× 1923 ği¬m ngoÕi , nµi thü phòng ngñ
812	812	0	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Hß nhßşc: tr× 1923 ği¬m ngoÕi , nµi công công kích
813	813	0	Buff9_7							1	0	0	0	0		Ph± Ğµ: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
814	814	0	Buff9_10							1	0	0	0	0		Ph¥n H°n: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
815	815	0	Buff9_8							1	0	0	0	0		Viêm Ğµc: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Ğµc và kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
816	816	0	Buff9_6							1	0	0	0	0		Hàn Lôi: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Ğµc và kháng Höa cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
817	817	0	Buff9_13							1	0	0	0	0		S§u Sß½ng: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Bång và kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
818	818	0	Buff9_12							1	0	0	0	0		Ph® Tâm: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Ğµc cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
819	819	0	Buff9_9							1	0	0	0	0		Thích C¯t: khi ğánh trúng møc tiêu có xác su¤t giäm 30 ği¬m kháng Bång cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
820	820	0	Buff9_5							1	0	0	0	0		Bích Höa: khi ğánh trúng møc tiêu có xác su¤t giäm 20 ği¬m kháng Höa và kháng Ğµc cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
821	821	0	Buff9_11							1	0	0	0	0		Th¥n Quang: khi ğánh trúng møc tiêu có xác su¤t giäm 10 ği¬m t¤t cä tính kháng cüa ğ¯i phß½ng, có th¬ làm giäm thuµc tính kháng cüa møc tiêu xu¯ng âm
822	822	0	Buff9_7							0	0	1	0	0		Ph± Ğµ: tr× 30 ği¬m kháng huy«n cüa ğ¯i phß½ng
823	823	0	Buff9_10							0	0	1	0	0		Phân H°n: tr× 30 ği¬m kháng höa cüa ğ¯i phß½ng
824	824	0	Buff9_8							0	0	1	0	0		Viêm Ğµc: tr× 20 ği¬m kháng ğµc và kháng höa cüa ğ¯i phß½ng
825	825	0	Buff9_6							0	0	1	0	0		Hàn Lôi: tr× 20 ği¬m kháng huy«n và kháng bång cüa ğ¯i phß½ng
826	826	0	Buff9_13							0	0	1	0	0		Sâu Sß½ng: tr× 20 ği¬m kháng bång và kháng huy«n cüa ğ¯i phß½ng
827	827	0	Buff9_12							0	0	1	0	0		Phê Tâm: tr× 30 ği¬m kháng ğµc cüa ğ¯i phß½ng
828	828	0	Buff9_9							0	0	1	0	0		Thích C¯t: tr× 30 ği¬m kháng bång cüa ğ¯i phß½ng
829	829	0	Buff9_5							0	0	1	0	0		Bích Hoä: tr× 20 ği¬m kháng ğµc và kháng höa cüa ğ¯i phß½ng
830	830	0	Buff9_11							0	0	1	0	0		Th¥n Quang: tr× 15 ği¬m t¤t cä thuµc tính kháng cüa ğ¯i phß½ng
831	831	0	Ore2_3	kvk_zc_ÇàÁúÕ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
832	832	0	Ore2_3	kvk_zc_°×»¢Õ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
833	833	0	Ore2_3	kvk_zc_ÖìÈ¸Õ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
834	834	0	Ore2_3	kvk_zc_ĞşÎäÕ½³µ_buff		½ÅÏÂ¹âÈ¦µã				0	0	1	0	0		Phát ğµng công kích chiªn xa
835	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		H¤p thø sinh m®nh cüa møc tiêu
836	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		H¤p thø chân khí cüa møc tiêu
837	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
838	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
839	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ğã giäm 45% t¯c ğµ di chuy¬n cüa 1 møc tiêu
840	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Giäm nµ khí cüa møc tiêu
841	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Có khä nång h¤p thø sinh m®nh cüa møc tiêu
842	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Có khä nång giäm t¯c ğµ di chuy¬n cüa møc tiêu
843	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Có khä nång giäm nµi ngoÕi thü cüa møc tiêu 
844	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Có khä nång h¤p thø chân khí cüa møc tiêu
845	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Có khä nång giäm nµi ngoÕi công cüa møc tiêu 
#																
850	850	0	Buff7_11				g01_buff5		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoÕi công
851	851	0	Buff7_12				g01_buff5		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng nµi công
852	852	0	Buff7_14							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Bång công ra
853	853	0	Buff7_13							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Höa công ra
854	854	0	Buff7_15							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Huy«n công ra
855	855	0	Buff7_16							1	0	0	0	0		Xu¤t Th± Vån V§t: mi­n d¸ch t¤t cä sát thß½ng ngoài thuµc tính Ğµc công ra
856	856	0	Buff7_3				boss_Æ®Ãì·å¹ş´ó°Ôbuff01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Huy«n Xu Chi Th¯ng: t¤n công vào huy®t sinh tØ, không th¬ di chuy¬n, nhßng sát thß½ng gây ra lúc này tång g¤p ğôi
857	857	0	Buff7_5				boss_Æ®Ãì·å¹ş´ó°Ôbuff03		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Khí Häi Chi Th¯ng: t¤n công vào huy®t sinh tØ, sát thß½ng khi nh§n phäi tång g¤p ğôi
858	858	0	Buff7_4				boss_Æ®Ãì·å¹ş´ó°Ôbuff02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ty Trúc Không Chi Th¯ng: t¤n công vào huy®t sinh tØ, løc thân b¤t nh§n, và không th¬ ch÷n møc tiêu t¤n công
859	859	0	Buff7_6				boss_Æ®Ãì·åÎÚÀÏ´óbuff·è¿ñ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Phong Cu°ng: nâng cao sát thß½ng và t¯c ğµ di chuy¬n lên cñc ğÕi
860	860	0	Buff0_15				g01_buff27		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Na Lı T¦u: làm cho ğ¯i phß½ng không th¬ di chuy¬n
861	861	0	Buff8_3		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å×¿²»·²03		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Kim Giáp: mi­n d¸ch sát thß½ng ngoÕi công
862	862	0	Buff8_4		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å×¿²»·²02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Minh Kính: mi­n d¸ch sát thß½ng nµi công
863	863	0	Buff7_7				boss_Æ®Ãì·å×¿²»·²01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Huynh Ğ®: trÕng thái phçn nµ, nâng cao sát thß½ng và t¯c ğµ di chuy¬n
864	864	0	Buff8_5		Skills\Common\ÑÌ»¨¡¢°µÀ×.wav		boss_Æ®Ãì·å²»Æ½µÀÈË02		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ám Lôi: thân trung ám lôi, sau khi bùng n± s¨ tÕo mµt lßşng sát thß½ng lên các møc tiêu xung quanh 
865	865	0	Buff8_5		Skills\Common\ÑÌ»¨¡¢°µÀ×.wav		boss_Æ®Ãì·å²»Æ½µÀÈË04		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Ám Lôi: thân trung ám lôi, sau khi bùng n± s¨ tÕo mµt lßşng sát thß½ng lên các møc tiêu xung quanh 
866	866	0	Buff8_6		Skills\Common\½ğ¼×Ã÷¾µ.wav		boss_Æ®Ãì·å²»Æ½µÀÈË03		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Tinh Toán: giäm sát thß½ng ngoÕi công, nµi công nh§n phäi, ğ°ng th¶i tång g¤p ğôi sát thß½ng gây ra.
867	867	0	Buff9_2							0	0	0	0	0		Hæu Thú: m²i giây h°i phøc mµt ít lßşng máu
868	868	0	Buff9_4							0	0	0	0	0		Ch¤n Nhiªp: m²i giây hao t±n mµt ít lßşng máu
869	869	0	Buff7_10							0	0	0	0	0		Ngßu Mao Ğµc Châm: dùng ğµc châm làm giäm t¯c ğµ di chuy¬n ğ¯i phß½ng xu¯ng th¤p
870	870	0	Buff8_1							0	0	0	0	0		Ğµc Tính Biªn Hoán: giäm kháng ğµc xu¯ng 180 ği¬m
871	871	0	Buff8_2				g01_buff32		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ma Tı Ğµc Dßşc: thñc c¯t chi ğµc, m²i giây nh§n phäi mµt lßşng sát thß½ng nh¤t ğ¸nh
872	872	0	Buff8_9							0	0	0	0	0		Hàn Bång: ğóng bång ğ¯i phß½ng, làm giäm t¯c ğµ di chuy¬n xu¯ng th¤p
873	873	0	FightSkillDaLi_4							0	0	0	0	0		Hæu Thú: tång t¯c ğµ di chuy¬n lên 15%
874	874	0	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã				0	0	0	0	0		Ch¤n Nhiªp: giäm t¯c ğµ di chuy¬n xu¯ng 15%
875	875	0	Buff8_12				boss_ÀîÇïË®04		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Nµi
876	875	0	Buff8_13				boss_ÀîÇïË®06		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Höa
877	875	0	Buff8_15				boss_ÀîÇïË®11		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-NgoÕi
878	875	0	Buff8_14				boss_ÀîÇïË®14		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Huy«n
879	875	0	Buff8_11				boss_ÀîÇïË®16		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Bång
880	875	0	Buff8_10				boss_ÀîÇïË®18		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Kiªm Vû-Ğµc
881	881	0	Buff8_12							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Nµi
882	881	0	Buff8_13							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Höa
883	881	0	Buff8_15							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû NgoÕi
884	881	0	Buff8_14							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Huy«n
885	881	0	Buff8_11							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Bång
886	881	0	Buff8_10							0	0	0	0	0		Kiªm Vû Mi­n D¸ch: Mi­n d¸ch Lı Thu ThuÖ kiªm vû Ğµc
887	887	0	Buff9_1							0	0	0	0	0		Hæu Thú: m²i giây s¨ hµi phøc mµt ít lßşng khí
888	888	0	Buff9_3							0	0	0	0	0		Ch¤n Nhiªp: m²i giây s¨ làm giäm mµt ít lßşng khí
889	99	0	Ride2_5							0	0	0	1	0		Thú cßŞi: Bích Thüy Kim Tình Thú
890	890	0	Buff0_16				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Không th¬ sØ døng b¤t cÑ chiêu thÑc nào
891	891	0	Buff8_1							0	0	0	0	0		Ğµc Tính Biªn Hoán: giäm kháng ğµc xu¯ng 1 ği¬m
892	892	0	FabaoDaoju_1							0	-1	-1	0	0		Ti¬u Minh Møc Ğan: kinh nghi®m có ğßşc khi dùng ám khí tång 1,5 l¥n
893	893	0	FabaoDaoju_5							0	-1	-1	0	0		ĞÕi Minh Møc Ğan: kinh nghi®m có ğßşc khi dùng ám khí tång 1,5 l¥n
894	894	0	Buff8_2				g01_buff32		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Nguy«n rüA:liên tøc m¤t máu
900	900	0	Buff5_9				»î¶¯BUFF_A01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Thái Hoàng Chiªn Th¥n: tång ngoÕi công, nµi công công kích c½ bän cüa nhân v§t.
901	655	0	haiwai1_1				g01_xy_jq_»Æ½ğ¼×_1		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Phu Thê Hành Công tâm pháp
902	902	1000	Buff1_6							0	0	0	1	0		Tång: 10% gi¾i hÕn huyªt
903	903	1000	Buff1_7							0	0	0	1	0		Tång: 10% gi¾i hÕn khí
904	904	1000	Buff1_8							0	0	0	1	0		Tång: 15% ngoÕi công
905	905	1000	Buff1_9							0	0	0	1	0		Tång: 15% nµi công
906	906	1000	Buff1_10							0	0	0	1	0		Tång: 15% ngoÕi thü
907	907	1000	TaskTools3_8							0	0	0	1	0		Tång: 15% nµi thü
908	908	1000	Buff1_6							0	0	0	1	0		Tång: 11% gi¾i hÕn huyªt
909	909	1000	Buff1_7							0	0	0	1	0		Tång: 11% gi¾i hÕn khí
910	910	1000	Buff1_8							0	0	0	1	0		Tång: 16% ngoÕi công
911	911	1000	Buff1_9							0	0	0	1	0		Tång: 16% nµi công
912	912	1000	Buff1_10							0	0	0	1	0		Tång: 16% ngoÕi thü
913	913	1000	TaskTools3_8							0	0	0	1	0		Tång: 16% nµi thü
914	914	1000	Buff1_6							0	0	0	1	0		Tång: 11% gi¾i hÕn huyªt
915	915	1000	Buff1_7							0	0	0	1	0		Tång: 11% gi¾i hÕn khí
916	916	1000	Buff1_8							0	0	0	1	0		Tång: 17% ngoÕi công
917	917	1000	Buff1_9							0	0	0	1	0		Tång: 17% nµi công
918	918	1000	Buff1_10							0	0	0	1	0		Tång: 17% ngoÕi thü
919	919	1000	TaskTools3_8							0	0	0	1	0		Tång: 17% nµi thü
920	920	1000	Buff1_6							0	0	0	1	0		Tång: 12% gi¾i hÕn huyªt
921	921	1000	Buff1_7							0	0	0	1	0		Tång: 12% gi¾i hÕn khí
922	922	1000	Buff1_8							0	0	0	1	0		Tång: 18% ngoÕi công
923	923	1000	Buff1_9							0	0	0	1	0		Tång: 18% nµi công
924	924	1000	Buff1_10							0	0	0	1	0		Tång: 18% ngoÕi thü
925	925	1000	TaskTools3_8							0	0	0	1	0		Tång: 18% nµi thü
926	926	1000	Buff12_2							1	0	0	0	0		Tham Nµ Ği¬n C¯-Kh·i: Tham Nµ Ği¬n C¯, cß¶ng lñc+30, nµi lñc+30
927	927	1000	Buff12_2							1	0	0	0	0		Tham Nµ Ği¬n C¯-Th×a: Tham Nµ Ği¬n C¯, cß¶ng lñc+30, nµi lñc+30
928	928	1000	Buff12_2							1	0	0	0	0		Tham Nµ Ği¬n C¯-Chuy¬n: Tham Nµ Ği¬n C¯, cß¶ng lñc+30, nµi lñc+30
929	929	1000	Buff12_2							1	0	0	0	0		Tham Nµ Ği¬n C¯-Hşp: Tham Nµ Ği¬n C¯, cß¶ng lñc+30, nµi lñc+30
930	930	0	FightSkillDaLi2_3							1	0	0	0	0		Nµi Thß½ng : Trung Xung Kiªm Công Kích Giäm Kháng Ğ¯I Phß½ng
931	931	0	FightSkillDaLi2_2							1	0	0	0	0		Bång Thuµc Tß¾ng : M®nh Trúng Ğ¸ch B¤t Khä Kháng
932	932	0	FightSkillDaLi2_5							1	0	0	0	0		Höa Thuµc Tß¾ng : M®nh Trúng Ğ¸ch B¤t Khä Kháng
933	933	0	FightSkillDaLi2_4							1	0	0	0	0		Huy«n Thuµc Tß¾ng : M®nh Trúng Ğ¸ch B¤t Khä Kháng
934	934	0	FightSkillDaLi2_3							0	0	1	0	0		Ğµc Thuµc Tß¾ng : M®nh Trúng Ğ¸ch B¤t Khä Kháng
935	935	0	FightSkillDaLi2_2							0	0	1	0	0		Phá Kháng : Bång Kháng Hàng
936	936	0	FightSkillDaLi2_5							0	0	1	0	0		Phá Kháng : Höa Kháng Hàng
937	937	0	FightSkillDaLi2_4							0	0	1	0	0		Phá Kháng : Huy«n Kháng Hàng
#																Phá Kháng : Ğµc Kháng Hàng
950	99	0	Ride2_4							0	0	0	1	0		V§n chuy¬n
951	99	0	RideHeader4_13							0	0	0	1	0		Hß nhßşc: sát thß½ng nh§n ğßşc tång 50%
955	955	1000	PetEquipBuff1_9							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Liên Kích
956	956	1000	PetEquipBuff1_5							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Mãnh Kích
957	957	1000	PetEquipBuff1_4							0	0	0	1	0		Khi phóng thích kÛ nång Mãnh Kích tång thêm ngoÕi công
958	958	1000	PetEquipBuff1_3							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Th¯ng Kích
959	959	1000	PetEquipBuff1_8							0	0	0	1	0		Tång tÖ l® phóng ra kÛ nång Li®t Höa Chú, Huy«n Lôi Chú, Huyªt Ğµc Chú, Hàn Bång Chú
960	960	1000	PetEquipBuff1_2							0	0	0	1	0		Khi phóng thích kÛ nång Mãnh Kích tång thêm nµi công
961	961	1000	PetEquipBuff1_7							0	0	0	1	0		Khi phòng thích Li®t Höa Chú, Huy«n Lôi Chú, Huyªt Ğµc Chú, Hàn Bång Chú tång thêm công kích thuµc tính tß½ng Ñng
962	962	1000	PetEquipBuff1_6							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Linh Ğµng ğ¯i v¾i Trân Thú
963	963	1000	PetEquipBuff2_3							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Linh Khí ğ¯i v¾i ngß¶i ch½i
964	964	1000	PetEquipBuff1_1							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Trung Tâm ğ¯i v¾i ngß¶i ch½i
965	965	1000	PetEquipBuff1_12							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phän Ch¤n ğ¯i v¾i møc tiêu
966	966	1000	PetEquipBuff1_11							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phän Kích ğ¯i v¾i møc tiêu
967	966	1000	PetEquipBuff1_10							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Su¤t Bán ğ¯i v¾i møc tiêu
968	964	1000	PetEquipBuff2_2							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Phá Tri«n ğ¯i v¾i møc tiêu
969	965	1000	PetEquipBuff2_1							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Hß Nhßşc ğ¯i v¾i møc tiêu
970	966	1000	PetEquipBuff1_16							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång Ğä Nµ ğ¯i v¾i møc tiêu
971	967	1000	PetEquipBuff1_14							0	0	0	1	0		Tång tÖ l® có hi®u quä cüa kÛ nång H¤p Khí ğ¯i v¾i møc tiêu
972	968	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä°µºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
973	969	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä³È		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
974	970	1000	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·_±ä·Ûºì		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Quang Hoàn: Tång t¤t cä thuµc tính
